Economy,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Bought something online using the Internet
Singapore,Male,31,completed tertiary or more,Richest 20%,yes
Singapore,Male,39,secondary,Fourth 20%,no
Singapore,Female,83,completed primary or less,Middle 20%,no
Singapore,Female,53,secondary,Middle 20%,yes
Singapore,Male,42,secondary,Fourth 20%,yes
Singapore,Female,30,secondary,Second 20%,no
Singapore,Female,62,secondary,Middle 20%,yes
Singapore,Male,35,completed tertiary or more,Fourth 20%,yes
Singapore,Male,59,secondary,Middle 20%,no
Singapore,Female,25,completed tertiary or more,Fourth 20%,yes
Singapore,Female,18,secondary,Richest 20%,no
Singapore,Female,67,secondary,Poorest 20%,no
Singapore,Male,62,completed primary or less,Poorest 20%,no
Singapore,Male,60,secondary,Middle 20%,yes
Singapore,Male,76,completed primary or less,Middle 20%,no
Singapore,Male,29,secondary,Poorest 20%,yes
Singapore,Male,44,completed primary or less,Poorest 20%,no
Singapore,Male,23,secondary,Middle 20%,yes
Singapore,Female,47,secondary,Middle 20%,yes
Singapore,Female,53,secondary,Middle 20%,no
Singapore,Male,40,completed tertiary or more,Richest 20%,yes
Singapore,Female,36,secondary,Second 20%,yes
Singapore,Female,59,completed primary or less,Poorest 20%,no
Singapore,Male,28,secondary,Richest 20%,yes
Singapore,Female,38,secondary,Second 20%,yes
Singapore,Female,63,completed primary or less,Poorest 20%,no
Singapore,Male,42,secondary,Middle 20%,no
Singapore,Female,50,secondary,Middle 20%,yes
Singapore,Male,65,secondary,Poorest 20%,no
Singapore,Female,41,secondary,Richest 20%,yes
Singapore,Male,55,secondary,Middle 20%,no
Singapore,Female,34,completed tertiary or more,Second 20%,yes
Singapore,Male,60,secondary,Poorest 20%,no
Singapore,Male,29,secondary,Richest 20%,no
Singapore,Female,61,completed primary or less,Second 20%,no
Singapore,Male,55,secondary,Middle 20%,no
Singapore,Female,38,secondary,Middle 20%,yes
Singapore,Male,69,completed primary or less,Poorest 20%,no
Singapore,Male,22,secondary,Poorest 20%,yes
Singapore,Female,27,secondary,Fourth 20%,yes
Singapore,Female,55,secondary,Middle 20%,no
Singapore,Female,38,completed tertiary or more,Richest 20%,yes
Singapore,Male,17,secondary,Second 20%,no
Singapore,Female,41,completed primary or less,Second 20%,no
Singapore,Female,45,secondary,Richest 20%,yes
Singapore,Male,45,secondary,Fourth 20%,no
Singapore,Male,50,secondary,Richest 20%,no
Singapore,Male,74,completed primary or less,Poorest 20%,no
Singapore,Female,55,secondary,Fourth 20%,yes
Singapore,Male,46,completed tertiary or more,Richest 20%,yes
Singapore,Female,31,completed tertiary or more,Fourth 20%,yes
Singapore,Male,49,completed tertiary or more,Fourth 20%,yes
Singapore,Female,53,secondary,Poorest 20%,yes
Singapore,Male,71,completed primary or less,Second 20%,no
Singapore,Male,45,completed tertiary or more,Richest 20%,yes
Singapore,Male,44,secondary,Poorest 20%,no
Singapore,Male,38,completed tertiary or more,Second 20%,no
Singapore,Female,24,secondary,Middle 20%,yes
Singapore,Female,35,completed tertiary or more,Second 20%,yes
Singapore,Female,26,completed primary or less,Second 20%,no
Singapore,Female,21,secondary,Middle 20%,yes
Singapore,Female,60,secondary,Richest 20%,no
Singapore,Female,36,secondary,Second 20%,no
Singapore,Female,15,completed primary or less,Richest 20%,yes
Singapore,Female,60,secondary,Poorest 20%,no
Singapore,Female,59,completed primary or less,Poorest 20%,no
Singapore,Female,72,completed primary or less,Poorest 20%,no
Singapore,Female,72,completed primary or less,Second 20%,no
Singapore,Male,34,completed tertiary or more,Fourth 20%,yes
Singapore,Female,28,completed tertiary or more,Richest 20%,yes
Singapore,Male,55,completed primary or less,Second 20%,yes
Singapore,Male,40,completed tertiary or more,Second 20%,no
Singapore,Female,17,secondary,Middle 20%,no
Singapore,Female,50,secondary,Fourth 20%,no
Singapore,Male,18,secondary,Fourth 20%,no
Singapore,Male,81,secondary,Fourth 20%,yes
Singapore,Female,63,secondary,Poorest 20%,no
Singapore,Female,44,secondary,Fourth 20%,yes
Singapore,Male,76,secondary,Poorest 20%,no
Singapore,Male,57,secondary,Fourth 20%,no
Singapore,Female,54,secondary,Middle 20%,no
Singapore,Female,64,completed primary or less,Poorest 20%,no
Singapore,Male,37,completed tertiary or more,Fourth 20%,yes
Singapore,Male,30,completed tertiary or more,Middle 20%,yes
Singapore,Female,30,completed tertiary or more,Middle 20%,yes
Singapore,Female,39,secondary,Middle 20%,yes
Singapore,Male,60,completed primary or less,Middle 20%,no
Singapore,Female,30,secondary,Fourth 20%,yes
Singapore,Female,44,completed tertiary or more,Fourth 20%,yes
Singapore,Male,80,secondary,Richest 20%,no
Singapore,Male,38,secondary,Fourth 20%,yes
Singapore,Female,69,secondary,Poorest 20%,no
Singapore,Female,28,completed tertiary or more,Fourth 20%,yes
Singapore,Female,58,completed tertiary or more,Richest 20%,yes
Singapore,Female,63,secondary,Poorest 20%,no
Singapore,Female,50,secondary,Fourth 20%,no
Singapore,Female,26,secondary,Poorest 20%,yes
Singapore,Female,27,secondary,Middle 20%,yes
Singapore,Male,19,secondary,Poorest 20%,no
Singapore,Female,20,secondary,Middle 20%,yes
Singapore,Male,51,secondary,Poorest 20%,no
Singapore,Female,31,secondary,Poorest 20%,no
Singapore,Male,71,secondary,Richest 20%,yes
Singapore,Male,19,secondary,Middle 20%,yes
Singapore,Female,34,completed tertiary or more,Fourth 20%,yes
Singapore,Female,41,secondary,Poorest 20%,no
Singapore,Male,72,completed primary or less,Poorest 20%,no
Singapore,Male,40,completed tertiary or more,Poorest 20%,yes
Singapore,Female,16,completed primary or less,Middle 20%,yes
Singapore,Female,39,completed tertiary or more,Richest 20%,yes
Singapore,Female,35,secondary,Middle 20%,no
Singapore,Male,50,secondary,Richest 20%,yes
Singapore,Female,51,secondary,Second 20%,yes
Singapore,Male,55,secondary,Richest 20%,no
Singapore,Male,52,completed tertiary or more,Fourth 20%,yes
Singapore,Male,66,secondary,Richest 20%,no
Singapore,Male,41,completed tertiary or more,Middle 20%,yes
Singapore,Male,25,completed tertiary or more,Fourth 20%,yes
Singapore,Female,36,completed tertiary or more,Fourth 20%,no
Singapore,Male,48,secondary,Middle 20%,yes
Singapore,Female,69,completed primary or less,Poorest 20%,no
Singapore,Female,57,completed tertiary or more,Richest 20%,yes
Singapore,Female,15,completed primary or less,Second 20%,no
Singapore,Female,56,secondary,Middle 20%,no
Singapore,Female,68,secondary,Second 20%,no
Singapore,Male,87,completed tertiary or more,Poorest 20%,no
Singapore,Male,54,secondary,Fourth 20%,no
Singapore,Female,46,completed tertiary or more,Fourth 20%,yes
Singapore,Male,35,secondary,Richest 20%,yes
Singapore,Female,42,completed tertiary or more,Fourth 20%,yes
Singapore,Female,25,completed tertiary or more,Richest 20%,yes
Singapore,Male,83,completed tertiary or more,Richest 20%,no
Singapore,Female,62,secondary,Poorest 20%,no
Singapore,Male,91,completed primary or less,Poorest 20%,no
Singapore,Male,51,completed tertiary or more,Fourth 20%,no
Singapore,Male,42,secondary,Middle 20%,yes
Singapore,Female,47,secondary,Second 20%,yes
Singapore,Male,40,secondary,Middle 20%,no
Singapore,Female,79,completed primary or less,Poorest 20%,no
Singapore,Female,56,secondary,Richest 20%,yes
Singapore,Male,64,secondary,Second 20%,no
Singapore,Female,60,secondary,Fourth 20%,yes
Singapore,Male,57,secondary,Fourth 20%,yes
Singapore,Female,33,secondary,Second 20%,yes
Singapore,Male,37,secondary,Fourth 20%,yes
Singapore,Female,51,completed primary or less,Poorest 20%,no
Singapore,Male,48,secondary,Fourth 20%,no
Singapore,Male,23,secondary,Richest 20%,no
Singapore,Male,62,secondary,Second 20%,no
Singapore,Female,30,completed primary or less,Second 20%,yes
Singapore,Female,40,completed tertiary or more,Richest 20%,no
Singapore,Male,43,completed tertiary or more,Second 20%,yes
Singapore,Female,28,secondary,Fourth 20%,yes
Singapore,Female,64,secondary,Poorest 20%,no
Singapore,Male,58,secondary,Middle 20%,no
Singapore,Male,20,secondary,Middle 20%,no
Singapore,Male,41,completed tertiary or more,Fourth 20%,yes
Singapore,Female,55,secondary,Middle 20%,yes
Singapore,Male,68,completed primary or less,Poorest 20%,no
Singapore,Male,84,completed primary or less,Poorest 20%,no
Singapore,Female,63,secondary,Fourth 20%,no
Singapore,Male,17,secondary,Second 20%,no
Singapore,Male,65,secondary,Poorest 20%,no
Singapore,Female,32,secondary,Fourth 20%,yes
Singapore,Female,55,completed primary or less,Poorest 20%,no
Singapore,Male,78,completed primary or less,Poorest 20%,no
Singapore,Male,36,completed tertiary or more,Richest 20%,yes
Singapore,Female,61,secondary,Richest 20%,no
Singapore,Male,45,completed tertiary or more,Fourth 20%,yes
Singapore,Female,42,completed tertiary or more,Richest 20%,yes
Singapore,Female,48,secondary,Middle 20%,yes
Singapore,Female,35,completed tertiary or more,Fourth 20%,yes
Singapore,Female,66,secondary,Second 20%,no
Singapore,Female,50,secondary,Middle 20%,yes
Singapore,Male,20,secondary,Fourth 20%,no
Singapore,Male,50,secondary,Fourth 20%,yes
Singapore,Male,57,secondary,Middle 20%,no
Singapore,Male,63,completed primary or less,Fourth 20%,no
Singapore,Female,38,completed tertiary or more,Middle 20%,no
Singapore,Male,15,completed primary or less,Second 20%,no
Singapore,Female,70,completed primary or less,Second 20%,no
Singapore,Female,27,completed tertiary or more,Middle 20%,no
Singapore,Female,36,completed tertiary or more,Middle 20%,yes
Singapore,Female,64,secondary,Richest 20%,no
Singapore,Female,68,completed tertiary or more,Poorest 20%,no
Singapore,Male,18,secondary,Second 20%,yes
Singapore,Female,23,completed tertiary or more,Fourth 20%,no
Singapore,Male,65,secondary,Richest 20%,no
Singapore,Male,16,completed primary or less,Second 20%,yes
Singapore,Male,45,completed tertiary or more,Middle 20%,yes
Singapore,Male,45,completed tertiary or more,Middle 20%,yes
Singapore,Male,45,completed tertiary or more,Second 20%,yes
Singapore,Male,49,secondary,Richest 20%,yes
Singapore,Male,34,secondary,Second 20%,yes
Singapore,Female,33,completed tertiary or more,Fourth 20%,yes
Singapore,Female,47,completed tertiary or more,Poorest 20%,no
Singapore,Male,38,completed tertiary or more,Fourth 20%,yes
Singapore,Male,56,completed primary or less,Poorest 20%,no
Singapore,Female,45,secondary,Middle 20%,no
Singapore,Female,30,completed tertiary or more,Second 20%,no
Singapore,Female,34,secondary,Second 20%,yes
Singapore,Male,25,secondary,Middle 20%,yes
Singapore,Male,30,completed tertiary or more,Fourth 20%,yes
Singapore,Female,49,completed primary or less,Second 20%,no
Singapore,Male,55,completed tertiary or more,Middle 20%,no
Singapore,Female,32,secondary,Middle 20%,no
Singapore,Male,43,secondary,Middle 20%,yes
Singapore,Female,59,completed primary or less,Poorest 20%,no
Singapore,Female,60,secondary,Middle 20%,no
Singapore,Male,46,secondary,Fourth 20%,no
Singapore,Female,50,secondary,Richest 20%,yes
Singapore,Female,60,secondary,Fourth 20%,no
Singapore,Female,20,secondary,Middle 20%,yes
Singapore,Female,78,completed tertiary or more,Poorest 20%,no
Singapore,Female,49,secondary,Poorest 20%,no
Singapore,Female,20,secondary,Middle 20%,yes
Singapore,Female,36,completed tertiary or more,Second 20%,yes
Singapore,Male,78,completed primary or less,Poorest 20%,no
Singapore,Female,60,secondary,Poorest 20%,no
Singapore,Male,31,completed tertiary or more,Middle 20%,yes
Singapore,Male,57,completed primary or less,Poorest 20%,no
Singapore,Male,62,completed tertiary or more,Richest 20%,yes
Singapore,Male,45,secondary,Fourth 20%,yes
Singapore,Male,46,secondary,Poorest 20%,no
Singapore,Male,16,secondary,Richest 20%,no
Singapore,Male,53,secondary,Poorest 20%,no
Singapore,Female,65,completed primary or less,Fourth 20%,no
Singapore,Female,64,secondary,Poorest 20%,no
Singapore,Female,18,secondary,Second 20%,yes
Singapore,Female,67,secondary,Poorest 20%,no
Singapore,Male,21,secondary,Fourth 20%,yes
Singapore,Female,70,secondary,Poorest 20%,no
Singapore,Female,50,secondary,Fourth 20%,yes
Singapore,Female,42,secondary,Fourth 20%,no
Singapore,Female,50,completed tertiary or more,Fourth 20%,yes
Singapore,Female,52,secondary,Middle 20%,no
Singapore,Female,33,completed tertiary or more,Fourth 20%,yes
Singapore,Male,52,secondary,Middle 20%,yes
Singapore,Male,74,secondary,Second 20%,no
Singapore,Male,40,secondary,Middle 20%,yes
Singapore,Female,47,completed tertiary or more,Fourth 20%,no
Singapore,Female,30,completed tertiary or more,Richest 20%,yes
Singapore,Female,78,secondary,Richest 20%,no
Singapore,Female,64,completed tertiary or more,Middle 20%,no
Singapore,Male,64,completed primary or less,Fourth 20%,no
Singapore,Female,50,secondary,Second 20%,no
Singapore,Female,42,secondary,Richest 20%,yes
Singapore,Female,38,secondary,Middle 20%,yes
Singapore,Male,41,secondary,Poorest 20%,no
Singapore,Male,36,secondary,Middle 20%,yes
Singapore,Female,60,completed primary or less,Poorest 20%,no
Singapore,Female,64,completed primary or less,Poorest 20%,no
Singapore,Male,55,secondary,Fourth 20%,yes
Singapore,Male,55,secondary,Richest 20%,yes
Singapore,Male,81,secondary,Poorest 20%,no
Singapore,Female,33,completed tertiary or more,Richest 20%,yes
Singapore,Male,55,secondary,Middle 20%,yes
Singapore,Male,56,secondary,Fourth 20%,yes
Singapore,Female,48,secondary,Richest 20%,no
Singapore,Female,47,secondary,Middle 20%,yes
Singapore,Male,59,secondary,Middle 20%,no
Singapore,Male,44,secondary,Middle 20%,yes
Singapore,Female,35,completed tertiary or more,Richest 20%,yes
Singapore,Male,65,secondary,Second 20%,no
Singapore,Female,50,secondary,Richest 20%,yes
Singapore,Female,74,completed primary or less,Poorest 20%,no
Singapore,Male,50,secondary,Fourth 20%,yes
Singapore,Male,48,completed tertiary or more,Richest 20%,yes
Singapore,Female,23,completed tertiary or more,Poorest 20%,no
Singapore,Male,22,secondary,Second 20%,no
Singapore,Female,35,completed tertiary or more,Second 20%,no
Singapore,Female,42,completed tertiary or more,Richest 20%,yes
Singapore,Female,39,completed tertiary or more,Second 20%,yes
Singapore,Female,32,completed tertiary or more,Richest 20%,no
Singapore,Female,87,completed primary or less,Poorest 20%,no
Singapore,Male,75,secondary,Poorest 20%,no
Singapore,Female,70,secondary,Fourth 20%,no
Singapore,Female,24,secondary,Second 20%,yes
Singapore,Male,69,secondary,Fourth 20%,yes
Singapore,Female,62,secondary,Middle 20%,no
Singapore,Female,36,completed tertiary or more,Middle 20%,yes
Singapore,Male,77,completed tertiary or more,Second 20%,no
Singapore,Male,38,secondary,Middle 20%,no
Singapore,Female,18,secondary,Middle 20%,yes
Singapore,Female,60,completed primary or less,Middle 20%,no
Singapore,Male,70,completed primary or less,Poorest 20%,no
Singapore,Male,45,completed tertiary or more,Richest 20%,yes
Singapore,Male,44,completed tertiary or more,Fourth 20%,yes
Singapore,Male,46,completed tertiary or more,Richest 20%,yes
Singapore,Male,65,completed primary or less,Poorest 20%,no
Singapore,Female,18,secondary,Middle 20%,yes
Singapore,Female,51,secondary,Fourth 20%,no
Singapore,Male,45,secondary,Richest 20%,yes
Singapore,Female,43,completed tertiary or more,Richest 20%,yes
Singapore,Male,67,secondary,Poorest 20%,yes
Singapore,Female,34,secondary,Richest 20%,no
Singapore,Male,45,completed tertiary or more,Fourth 20%,yes
Singapore,Female,42,secondary,Middle 20%,yes
Singapore,Female,49,completed tertiary or more,Richest 20%,yes
Singapore,Female,45,secondary,Middle 20%,yes
Singapore,Male,53,completed tertiary or more,Richest 20%,yes
Singapore,Female,45,completed tertiary or more,Second 20%,yes
Singapore,Male,54,completed tertiary or more,Middle 20%,no
Singapore,Female,26,secondary,Fourth 20%,no
Singapore,Female,65,secondary,Poorest 20%,no
Singapore,Female,30,completed tertiary or more,Second 20%,yes
Singapore,Female,69,secondary,Fourth 20%,no
Singapore,Male,28,completed tertiary or more,Middle 20%,yes
Singapore,Female,34,completed tertiary or more,Richest 20%,yes
Singapore,Female,34,secondary,Fourth 20%,yes
Singapore,Male,60,secondary,Richest 20%,yes
Singapore,Male,35,completed tertiary or more,Fourth 20%,yes
Singapore,Female,28,secondary,Middle 20%,yes
Singapore,Male,38,completed tertiary or more,Second 20%,yes
Singapore,Male,80,completed primary or less,Poorest 20%,no
Singapore,Female,65,secondary,Second 20%,no
